STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,OBS_STATUS4,Observation status 4,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,2.84,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,2.91,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,28228,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,27291,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,2.82,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,2.81,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,27045,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,27895,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,2.89,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,2.85,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,27321,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,27849,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,HUN,Hungary,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,2.91,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,95,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,0.01,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,0.01,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,98,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,97,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,0.01,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,0.02,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,105,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,105,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,SRB,Serbia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,0.02,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,62687,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,3.16,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,3.35,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,66093,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,69184,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,3.53,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,3.6,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,70081,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,72163,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,3.73,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,3.82,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,73653,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,75834,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,3.97,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,4.01,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,76385,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,76078,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,3.99,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,4.06,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ROU,Romania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,77293,,,,D,Definition differs,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CZE,Czechia,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,23758,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,CZE,Czechia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,2.24,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,24.06,,,,P,Provisional value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2024,,135211.38,,,,P,Provisional value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2025,,136941.43,,,,P,Provisional value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,FIN,Finland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2025,,24.3,,,,P,Provisional value,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,619357,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,ITA,Italy,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,10.47,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,5536,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,LTU,Lithuania,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,1.97,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NOR,Norway,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,18.54,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,NOR,Norway,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,96240,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,USA,United States,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,4481280,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,USA,United States,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,13.72,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,UKR,Ukraine,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,UKR,Ukraine,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,20950,,,,B,Time series break,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,5.3,,,,E,Estimated value,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,AUT,Austria,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,47021,,,,E,Estimated value,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,16.47,,,,E,Estimated value,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_CARE(1.1),Caring personnel (personal care workers),I,GBR,United Kingdom,HSE,Health and social employment,PS,Persons,_Z,Not applicable,_Z,Not applicable,CARE,Caring personnel,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,1086400,,,,E,Estimated value,B,Time series break,,,,,,,,
